Time,X,Y,Z,Norm
1.067,-8.93,21.40,-1.69,23.25
1.085,-8.83,21.20,-2.76,23.13
1.105,-8.64,21.40,-2.57,23.22
1.126,-9.03,21.59,-2.17,23.50
1.147,-8.64,21.10,-2.57,22.95
1.166,-8.93,21.30,-2.37,23.22
1.186,-8.93,20.91,-2.57,22.88
1.207,-8.83,21.10,-2.37,23.00
1.226,-9.13,21.01,-2.37,23.03
1.246,-8.64,21.10,-2.47,22.94
1.267,-8.54,21.20,-2.57,23.00
1.286,-8.83,20.71,-2.57,22.66
1.307,-8.93,21.20,-2.47,23.14
1.328,-8.83,21.20,-2.27,23.08
1.347,-8.93,20.81,-2.47,22.78
1.367,-8.74,20.91,-2.17,22.76
1.387,-8.64,21.01,-2.17,22.82
1.407,-9.03,21.01,-1.88,22.94
1.428,-9.13,21.40,-2.47,23.39
1.448,-8.83,21.40,-2.27,23.26
1.469,-9.03,21.20,-2.27,23.16
1.488,-9.03,21.30,-2.57,23.28
1.507,-9.13,21.10,-1.98,23.08
1.530,-8.93,21.30,-2.47,23.23
1.548,-9.03,21.20,-2.17,23.15
1.568,-8.93,21.01,-2.17,22.93
1.588,-9.03,21.10,-2.57,23.10
1.609,-8.83,20.81,-2.57,22.75
1.629,-9.03,20.81,-2.08,22.78
1.649,-8.83,21.10,-2.47,23.01
1.670,-8.64,20.81,-2.08,22.63
1.690,-9.32,21.10,-2.37,23.19
1.710,-8.44,20.81,-2.37,22.58
1.730,-8.93,21.01,-2.27,22.94
1.752,-9.13,21.10,-2.17,23.09
1.770,-8.83,21.40,-2.66,23.30
1.790,-9.13,20.71,-2.37,22.76
1.810,-8.93,21.40,-2.08,23.28
1.831,-9.13,20.91,-2.47,22.95
1.850,-8.83,21.01,-2.57,22.93
1.870,-9.23,20.81,-2.76,22.93
1.891,-8.93,21.01,-2.17,22.93
1.911,-9.42,20.91,-2.76,23.10
1.931,-8.83,20.91,-2.27,22.81
1.951,-8.93,20.81,-2.76,22.81
1.971,-8.93,20.61,-2.57,22.61
1.991,-9.03,20.81,-2.57,22.83
2.011,-8.93,21.40,-2.37,23.31
2.031,-8.93,20.91,-2.47,22.87
2.052,-9.13,21.30,-2.27,23.28
2.072,-9.03,20.32,-2.66,22.40
2.101,-9.23,21.10,-2.37,23.15
2.115,-9.13,20.81,-3.05,22.93
2.132,-8.64,21.20,-2.37,23.02
2.152,-8.64,20.91,-2.08,22.72
2.174,-9.03,20.91,-2.37,22.90
2.193,-8.74,21.10,-2.86,23.02
2.214,-9.23,20.42,-2.27,22.52
2.239,-9.13,21.40,-2.57,23.40
2.255,-9.13,21.30,-2.66,23.32
2.273,-8.83,21.40,-2.08,23.24
2.293,-9.13,21.20,-2.57,23.22
2.318,-9.03,21.20,-1.98,23.13
2.335,-9.62,21.40,-2.37,23.58
2.354,-9.03,21.40,-2.66,23.38
2.375,-8.64,21.30,-2.47,23.12
2.395,-8.74,21.49,-2.66,23.35
2.415,-8.93,21.20,-2.37,23.13
2.434,-8.93,21.30,-2.27,23.21
2.454,-8.64,21.40,-2.17,23.18
2.475,-8.93,21.10,-2.57,23.06
2.496,-8.83,21.40,-2.08,23.24
2.515,-8.83,21.30,-2.37,23.18
2.539,-8.74,21.20,-2.57,23.07
2.557,-8.93,21.01,-2.47,22.96
2.575,-8.74,20.91,-1.88,22.74
2.595,-8.83,21.20,-2.37,23.09
2.616,-9.03,21.30,-2.17,23.24
2.639,-8.93,21.30,-2.47,23.23
2.657,-8.93,21.30,-2.27,23.21
2.676,-9.03,21.30,-2.37,23.25
2.697,-9.13,21.20,-2.37,23.20
2.717,-9.23,20.91,-2.08,22.95
2.741,-9.03,21.20,-2.76,23.21
2.758,-9.32,21.20,-2.86,23.34
2.780,-8.64,20.91,-2.37,22.75
2.798,-8.83,21.49,-2.17,23.34
2.819,-9.32,21.10,-2.47,23.20
2.837,-9.23,21.10,-2.17,23.13
2.857,-9.03,21.01,-2.17,22.97
2.887,-8.83,21.40,-2.66,23.30
2.905,-9.23,21.49,-2.47,23.52
2.918,-9.13,21.10,-2.66,23.15
2.938,-8.83,21.40,-2.37,23.27
2.958,-8.93,21.20,-2.17,23.11
2.979,-8.93,21.40,-1.98,23.27
3.003,-9.13,21.59,-2.08,23.53
3.019,-8.44,21.30,-2.37,23.03
3.038,-8.54,21.10,-2.57,22.91
3.058,-8.83,20.61,-2.27,22.54
3.079,-8.83,21.10,-1.69,22.94
3.100,-9.03,21.49,-2.86,23.49
3.120,-8.54,20.91,-2.47,22.72
3.140,-8.93,21.10,-2.57,23.06
3.160,-8.64,21.20,-2.57,23.04
3.180,-8.83,21.59,-2.47,23.46
3.200,-8.74,21.10,-2.47,22.97
3.220,-8.74,21.10,-2.66,22.99
3.240,-8.93,21.10,-2.08,23.01
3.263,-9.23,21.10,-2.37,23.15
3.280,-9.23,21.01,-2.37,23.06
3.300,-9.03,21.30,-2.27,23.24
3.320,-8.54,21.30,-2.37,23.07
3.341,-8.93,21.10,-2.57,23.06
3.361,-9.13,21.20,-2.37,23.20
3.381,-8.64,21.20,-2.37,23.02
3.406,-8.93,21.30,-2.27,23.21
3.423,-8.93,21.40,-2.27,23.30
3.441,-8.93,21.40,-2.37,23.31
3.462,-8.74,21.40,-2.27,23.22
3.483,-8.83,21.10,-2.76,23.04
3.502,-9.03,21.40,-2.37,23.34
3.522,-9.32,21.30,-1.98,23.33
3.543,-8.74,21.30,-2.17,23.12
3.562,-8.93,21.20,-2.37,23.13
3.582,-8.74,21.30,-2.47,23.15
3.602,-9.03,21.30,-2.47,23.26
3.623,-8.83,21.10,-2.37,23.00
3.643,-8.83,21.10,-2.96,23.07
3.673,-8.93,21.10,-2.27,23.03
3.690,-8.54,21.20,-2.27,22.97
3.703,-8.83,21.20,-2.27,23.08
3.723,-8.64,21.30,-2.57,23.13
3.743,-8.74,21.30,-2.76,23.19
3.773,-8.83,21.10,-2.17,22.98
3.790,-9.13,21.20,-2.27,23.19
3.804,-8.64,21.10,-2.66,22.96
3.824,-8.83,21.30,-2.47,23.19
3.844,-8.83,21.20,-2.08,23.06
3.874,-8.93,21.10,-2.66,23.07
3.891,-8.83,21.20,-1.98,23.05
3.905,-9.03,20.91,-2.37,22.90
3.925,-9.23,21.01,-2.57,23.08
3.945,-8.83,21.01,-2.08,22.88
3.966,-8.93,21.01,-2.27,22.94
3.988,-9.23,21.10,-2.47,23.16
4.010,-8.83,21.30,-2.57,23.20
4.026,-8.74,21.30,-2.47,23.15
4.045,-8.93,21.30,-2.17,23.20
4.067,-9.03,21.01,-2.47,23.00
4.087,-9.13,21.30,-2.37,23.29
4.107,-8.74,21.10,-2.76,23.01
4.126,-8.64,21.20,-2.47,23.03
4.147,-8.93,21.30,-2.27,23.21
4.167,-9.03,21.20,-2.47,23.18
4.188,-9.23,21.69,-2.27,23.68
4.207,-9.23,21.10,-2.66,23.18
4.226,-8.74,21.01,-2.37,22.87
4.247,-8.64,21.20,-2.37,23.02
4.267,-8.44,21.10,-2.27,22.84
4.288,-9.23,21.30,-2.86,23.39
4.308,-8.44,21.30,-2.37,23.03
4.328,-8.93,21.20,-2.47,23.14
4.358,-9.13,21.10,-2.37,23.11
4.374,-9.03,21.10,-2.76,23.12
4.388,-9.03,21.10,-2.66,23.11
4.408,-8.83,21.10,-2.08,22.97
4.429,-8.83,21.30,-2.66,23.21
4.449,-8.93,21.10,-2.37,23.04
4.469,-9.13,21.10,-2.47,23.12
4.493,-9.13,21.20,-2.27,23.19
4.510,-9.03,21.30,-2.27,23.24
4.529,-8.74,21.20,-2.27,23.04
4.549,-8.64,21.30,-2.37,23.11
4.570,-8.74,21.30,-2.47,23.15
4.590,-8.83,21.10,-2.66,23.03
4.610,-8.64,21.01,-2.37,22.84
4.630,-9.32,21.40,-1.78,23.41
4.651,-9.23,21.49,-2.47,23.52
4.671,-9.13,21.20,-2.37,23.20
4.691,-8.74,21.20,-2.47,23.06
4.711,-9.03,21.40,-2.37,23.34
4.730,-8.83,21.20,-2.57,23.11
4.750,-9.03,21.20,-2.47,23.18
4.771,-9.13,21.49,-2.27,23.46
4.792,-9.13,20.91,-2.27,22.93
4.811,-8.93,21.10,-2.17,23.02
4.835,-8.74,21.20,-2.17,23.03
4.851,-9.03,21.01,-2.37,22.99
4.871,-9.03,21.10,-2.66,23.11
4.892,-8.93,21.20,-2.37,23.13
4.912,-9.03,21.40,-2.27,23.33
4.933,-8.83,21.40,-2.66,23.30
4.953,-8.74,21.20,-2.37,23.05
4.977,-8.83,21.10,-2.57,23.02
4.994,-9.03,21.10,-2.17,23.06
5.012,-8.93,21.20,-2.08,23.10
5.032,-9.13,21.40,-1.98,23.35
5.053,-8.93,21.49,-2.96,23.46
5.073,-8.83,21.01,-2.27,22.90
5.093,-9.03,20.91,-2.17,22.88
5.113,-9.13,21.20,-2.37,23.20
5.133,-8.74,21.10,-2.27,22.95
5.158,-8.74,21.01,-2.86,22.93
5.173,-9.03,21.20,-2.17,23.15
5.193,-8.83,21.10,-2.57,23.02
5.214,-8.93,21.20,-2.57,23.15
5.233,-8.83,21.40,-2.57,23.29
5.254,-8.74,21.10,-2.17,22.94
5.274,-8.64,21.01,-2.86,22.89
5.294,-9.03,21.40,-2.47,23.35
5.314,-8.74,21.01,-2.47,22.88
5.335,-8.93,21.30,-2.08,23.19
5.355,-8.93,21.40,-2.08,23.28
5.378,-9.42,21.01,-2.76,23.19
5.396,-8.64,21.10,-2.17,22.91
5.415,-8.83,21.20,-2.47,23.10
5.435,-8.93,21.30,-2.47,23.23
5.456,-8.74,21.20,-2.37,23.05
5.476,-9.23,21.20,-2.57,23.26
5.497,-8.64,21.49,-2.17,23.27
5.518,-9.03,21.40,-2.66,23.38
5.537,-9.03,21.40,-2.57,23.36
5.557,-8.83,20.81,-2.96,22.80
5.576,-8.74,21.30,-2.66,23.17
5.596,-8.64,21.10,-2.37,22.93
5.617,-8.83,21.30,-2.47,23.19
5.641,-8.93,21.20,-2.57,23.15
5.658,-9.03,21.49,-1.98,23.40
5.677,-8.83,21.20,-2.17,23.07
5.698,-9.23,21.40,-2.27,23.41
5.718,-9.03,21.10,-2.27,23.07
5.739,-8.83,21.10,-2.57,23.02
5.759,-8.74,21.30,-1.98,23.11
5.778,-8.93,21.20,-2.47,23.14
5.798,-9.23,21.49,-2.17,23.49
5.830,-9.03,21.30,-2.27,23.24
5.847,-8.83,20.91,-2.76,22.86
5.860,-8.54,21.01,-2.76,22.84
5.879,-9.13,21.40,-2.17,23.36
5.900,-9.13,21.30,-2.27,23.28
5.921,-9.03,21.49,-2.57,23.45
5.948,-8.74,21.30,-2.47,23.15
5.965,-9.03,21.01,-2.27,22.98
5.981,-9.13,21.20,-2.47,23.21
6.000,-8.93,21.40,-2.17,23.29
6.022,-8.83,21.49,-2.37,23.36
6.039,-8.54,21.20,-2.66,23.01
6.060,-8.83,21.10,-2.57,23.02
6.081,-8.74,21.49,-2.27,23.31
6.100,-9.03,21.30,-1.98,23.22
6.122,-9.03,21.40,-2.08,23.32
6.142,-8.93,21.10,-1.88,22.99
6.161,-8.83,21.10,-2.76,23.04
6.181,-8.64,21.20,-2.57,23.04
6.201,-9.03,21.10,-2.47,23.09
6.223,-8.83,21.30,-1.98,23.14
6.241,-9.23,21.20,-2.66,23.27
6.262,-8.93,21.10,-2.66,23.07
6.282,-8.74,21.30,-2.08,23.11
6.303,-9.13,21.30,-2.66,23.32
6.322,-8.74,21.10,-2.47,22.97
6.342,-8.74,21.30,-2.57,23.16
6.364,-9.03,21.40,-2.76,23.39
6.382,-9.13,21.01,-2.66,23.06
6.402,-9.42,21.20,-2.47,23.33
6.426,-8.64,21.20,-2.76,23.06
6.450,-9.23,21.01,-2.17,23.04
6.466,-8.93,21.20,-2.57,23.15
6.483,-8.83,21.20,-2.57,23.11
6.503,-8.83,21.20,-1.98,23.05
6.529,-8.93,21.01,-2.57,22.97
6.543,-9.23,21.30,-1.98,23.29
6.563,-8.93,21.59,-2.76,23.53
6.583,-9.23,21.30,-2.57,23.35
6.604,-9.13,21.40,-1.78,23.33
6.625,-9.13,21.20,-2.27,23.19
6.644,-9.32,21.20,-2.57,23.30
6.664,-9.13,21.20,-2.47,23.21
6.684,-8.74,21.49,-2.76,23.37
6.704,-9.03,21.59,-2.27,23.51
6.725,-9.03,21.30,-2.08,23.23
6.745,-9.03,21.20,-2.57,23.19
6.765,-8.83,21.40,-2.37,23.27
6.785,-8.83,21.49,-2.37,23.36
6.805,-8.93,21.01,-2.66,22.98
6.825,-9.03,21.01,-1.98,22.95
6.846,-9.13,21.30,-2.37,23.29
6.865,-8.93,21.40,-2.17,23.29
6.886,-9.23,21.40,-2.47,23.43
6.906,-9.03,21.20,-2.76,23.21
6.928,-8.93,21.40,-2.08,23.28
6.949,-8.83,21.40,-2.66,23.30
6.966,-9.03,21.69,-2.37,23.61
6.987,-9.23,21.69,-2.37,23.69
7.009,-8.54,21.20,-2.08,22.95
7.028,-8.93,21.20,-2.47,23.14
7.048,-9.03,21.10,-2.86,23.13
7.068,-9.13,21.40,-2.17,23.36
7.088,-8.93,21.10,-2.08,23.01
7.108,-8.93,20.91,-2.47,22.87
7.129,-8.83,21.20,-2.57,23.11
7.149,-8.93,20.91,-1.98,22.82
7.168,-9.03,21.30,-2.27,23.24
7.200,-9.03,21.49,-2.37,23.43
7.218,-9.23,21.01,-2.17,23.04
7.229,-8.83,21.20,-2.27,23.08
7.249,-9.03,21.69,-2.27,23.60
7.268,-9.13,20.91,-2.08,22.91
7.289,-8.83,21.20,-2.27,23.08
7.311,-8.93,21.59,-2.47,23.50
7.329,-8.83,21.01,-2.17,22.89
7.350,-9.23,21.10,-2.66,23.18
7.370,-8.83,21.01,-2.37,22.91
7.392,-8.74,20.91,-2.47,22.79
7.410,-9.03,21.30,-2.76,23.30
7.431,-8.93,20.81,-2.17,22.75
7.450,-8.93,20.91,-2.37,22.86
7.471,-9.42,21.01,-2.57,23.16
7.490,-8.54,21.30,-2.66,23.10
7.510,-9.23,21.01,-2.57,23.08
7.530,-9.03,20.61,-2.27,22.62
7.550,-9.03,20.91,-2.27,22.89
7.571,-9.13,21.01,-2.27,23.02
7.592,-9.03,20.61,-2.47,22.64
7.612,-9.23,20.81,-2.17,22.87
7.634,-9.32,21.10,-2.66,23.22
7.651,-8.83,21.10,-2.17,22.98
7.671,-9.03,20.71,-2.47,22.73
7.695,-8.74,21.10,-2.17,22.94
7.717,-9.13,20.61,-1.88,22.62
7.732,-8.83,21.10,-2.17,22.98
7.752,-9.42,21.01,-2.27,23.13
7.772,-8.83,20.81,-2.76,22.78
7.793,-8.83,21.10,-2.08,22.97
7.813,-9.23,20.61,-2.37,22.71
7.833,-8.83,21.20,-2.66,23.12
7.853,-8.83,21.40,-2.76,23.31
7.873,-8.93,21.30,-1.98,23.18
7.894,-8.93,21.40,-2.47,23.32
7.913,-9.23,21.01,-1.98,23.03
7.934,-8.74,21.10,-2.96,23.03
7.954,-9.13,21.01,-2.37,23.03
7.985,-9.13,21.49,-2.37,23.47
8.001,-8.93,20.81,-2.66,22.80
8.014,-9.13,21.30,-2.76,23.34
8.034,-8.93,21.20,-2.17,23.11
8.054,-8.93,21.20,-2.47,23.14
8.075,-9.03,21.30,-2.17,23.24
8.095,-8.83,21.40,-2.47,23.28
8.119,-9.13,21.30,-2.37,23.29
8.135,-8.83,21.20,-2.37,23.09
8.155,-8.83,21.20,-2.57,23.11
8.174,-8.83,21.01,-2.57,22.93
8.195,-8.64,21.20,-2.86,23.07
8.216,-9.13,21.10,-2.37,23.11
8.236,-9.32,21.30,-2.08,23.34
8.256,-8.93,20.91,-2.66,22.89
8.278,-9.03,21.20,-1.88,23.12
8.296,-9.13,21.40,-2.37,23.38
8.315,-8.83,21.30,-2.27,23.17
8.337,-9.13,21.10,-2.17,23.09
8.357,-8.93,21.20,-2.27,23.12
8.376,-8.93,21.20,-2.66,23.16
8.398,-8.74,21.30,-2.57,23.16
8.417,-8.93,20.81,-1.88,22.72
8.436,-9.13,21.30,-2.66,23.32
8.457,-8.74,21.10,-1.98,22.93
8.478,-9.23,21.10,-1.98,23.12
8.504,-8.64,21.20,-1.88,22.97
8.521,-9.23,21.01,-2.37,23.06
8.538,-9.03,21.30,-2.17,23.24
8.557,-8.83,21.49,-2.17,23.34
8.577,-9.23,21.40,-2.27,23.41
8.599,-9.32,21.10,-1.98,23.16
8.619,-9.13,21.10,-1.88,23.07
8.639,-8.83,21.30,-1.98,23.14
8.658,-9.03,21.40,-2.08,23.32
8.679,-9.13,21.30,-2.37,23.29
8.700,-8.74,21.30,-2.66,23.17
8.721,-9.13,21.49,-2.17,23.45
8.740,-8.83,21.40,-2.66,23.30
8.759,-9.13,21.49,-2.66,23.50
8.779,-8.93,21.40,-2.08,23.28
8.799,-9.03,21.10,-1.69,23.02
8.820,-8.83,21.30,-2.17,23.16
8.841,-9.03,20.91,-2.57,22.92
8.862,-9.42,21.10,-2.66,23.26
8.881,-8.93,21.20,-2.27,23.12
8.900,-9.13,21.20,-2.27,23.19
8.920,-9.13,20.81,-2.17,22.83
8.941,-8.93,21.10,-2.27,23.03
8.962,-9.13,20.91,-2.66,22.97
8.981,-9.03,20.71,-2.27,22.71
9.000,-8.83,21.10,-2.17,22.98
9.021,-9.32,21.10,-2.76,23.24
9.041,-9.13,21.10,-2.17,23.09
9.062,-9.03,21.40,-2.27,23.33
9.082,-9.13,21.40,-1.98,23.35
9.101,-9.03,21.10,-2.37,23.08
9.121,-8.93,21.30,-2.17,23.20
9.141,-8.83,21.30,-2.57,23.20
9.162,-9.23,21.40,-2.66,23.45
9.182,-8.83,21.10,-2.17,22.98
9.202,-9.13,21.40,-2.76,23.42
9.222,-8.74,21.40,-2.17,23.21
9.242,-9.03,21.10,-2.27,23.07
9.263,-8.93,20.91,-2.17,22.84
9.283,-8.93,21.40,-2.66,23.34
9.303,-8.93,20.91,-2.47,22.87
9.324,-8.83,21.30,-2.76,23.22
9.348,-8.83,21.01,-2.08,22.88
9.363,-9.03,21.30,-2.47,23.26
9.383,-9.13,21.10,-2.17,23.09
9.403,-8.93,21.30,-2.37,23.22
9.424,-8.93,21.49,-2.27,23.39
9.452,-9.13,21.01,-2.37,23.03
9.465,-8.74,21.01,-2.47,22.88
9.484,-9.52,21.20,-2.86,23.41
9.504,-8.74,21.49,-1.88,23.28
9.524,-8.83,21.30,-2.57,23.20
9.545,-9.32,21.30,-2.57,23.39
9.565,-9.03,20.91,-2.37,22.90
9.589,-8.74,21.20,-2.27,23.04
9.605,-8.83,21.20,-2.27,23.08
9.625,-9.03,21.49,-2.76,23.48
9.646,-9.13,21.30,-2.17,23.27
9.667,-8.93,21.01,-2.57,22.97
9.685,-9.13,21.30,-2.17,23.27
9.706,-8.54,21.01,-1.88,22.75
9.726,-8.83,21.59,-2.47,23.46
9.746,-8.93,21.59,-2.47,23.50
9.766,-9.03,21.20,-2.17,23.15
9.786,-8.83,21.20,-2.37,23.09
9.806,-9.23,21.59,-2.27,23.59
9.827,-9.03,21.40,-2.57,23.36
9.846,-8.93,21.40,-2.47,23.32
9.868,-8.93,21.10,-2.76,23.08
9.887,-8.74,21.69,-2.17,23.48
9.907,-8.93,21.40,-2.37,23.31
9.927,-9.03,21.20,-2.37,23.17
9.948,-9.13,21.30,-2.76,23.34
9.968,-9.03,20.91,-2.08,22.87
9.990,-9.52,20.91,-2.37,23.09
10.010,-8.83,21.01,-2.47,22.92
10.028,-9.32,21.20,-2.27,23.27
10.048,-9.23,21.30,-2.47,23.34
10.069,-9.13,21.10,-2.57,23.14
10.091,-8.74,21.20,-2.27,23.04
10.109,-9.13,21.40,-2.37,23.38
10.129,-8.74,21.20,-2.37,23.05
10.149,-9.03,21.20,-2.17,23.15
10.170,-8.83,21.40,-2.66,23.30
10.189,-9.13,21.20,-2.37,23.20
10.210,-9.23,21.30,-2.57,23.35
10.234,-8.83,21.20,-2.27,23.08
10.250,-9.32,21.30,-2.08,23.34
10.270,-8.83,21.40,-2.27,23.26
10.290,-9.13,21.40,-2.47,23.39
10.310,-9.03,20.91,-2.08,22.87
10.335,-9.13,20.91,-2.27,22.93
10.352,-8.93,20.91,-2.27,22.85
10.371,-9.23,21.10,-2.27,23.14
10.390,-9.03,20.91,-2.27,22.89
10.411,-8.93,21.10,-2.17,23.02
10.431,-8.64,21.01,-2.27,22.83
10.452,-9.03,21.30,-1.98,23.22
10.475,-8.93,21.20,-2.47,23.14
10.492,-9.03,21.40,-2.08,23.32
10.511,-9.23,21.30,-2.57,23.35
10.531,-8.83,21.10,-2.37,23.00
10.551,-9.13,21.10,-2.47,23.12
10.572,-9.13,21.20,-2.66,23.24
10.593,-8.64,21.40,-2.47,23.21
10.613,-9.13,21.10,-2.57,23.14
10.632,-9.13,21.40,-2.47,23.39
10.652,-8.54,21.40,-2.47,23.17
10.673,-8.93,21.20,-2.08,23.10
10.693,-8.93,21.20,-2.27,23.12
10.713,-9.13,21.20,-2.37,23.20
10.736,-9.42,20.91,-2.17,23.03
10.752,-9.13,21.30,-2.47,23.30
10.773,-8.83,21.20,-2.37,23.09
10.794,-8.64,21.20,-2.27,23.01
10.814,-8.93,21.40,-2.17,23.29
10.834,-9.13,20.91,-2.47,22.95
10.855,-8.83,21.01,-2.76,22.95
10.875,-8.93,21.10,-2.37,23.04
10.894,-8.93,21.20,-2.37,23.13
10.914,-8.93,21.49,-2.08,23.37
10.934,-8.83,21.20,-2.27,23.08
10.954,-9.03,21.10,-2.17,23.06
10.974,-8.93,21.20,-2.47,23.14
10.995,-8.74,21.30,-2.47,23.15
11.014,-8.93,21.40,-2.27,23.30
11.035,-8.74,21.40,-1.98,23.20
11.056,-8.83,20.81,-2.17,22.71
11.076,-9.13,21.40,-2.17,23.36
11.096,-8.83,21.59,-2.47,23.46
11.116,-9.03,21.30,-2.37,23.25
11.135,-9.32,21.30,-2.86,23.42
11.156,-9.03,21.10,-2.27,23.07
11.176,-8.83,21.10,-2.08,22.97
11.196,-8.93,21.01,-2.17,22.93
11.218,-9.13,21.01,-2.27,23.02
11.238,-8.74,21.10,-2.66,22.99
11.259,-8.74,21.01,-2.27,22.86
11.277,-8.83,21.30,-2.37,23.18
11.296,-8.83,21.40,-2.27,23.26
11.317,-9.13,21.30,-2.08,23.26
11.344,-8.54,21.40,-2.37,23.16
11.364,-9.13,21.10,-2.27,23.10
11.378,-9.03,21.49,-2.17,23.41
11.397,-9.23,21.49,-3.05,23.59
11.420,-8.93,21.20,-2.47,23.14
11.439,-8.74,21.10,-2.66,22.99
11.459,-9.03,21.40,-2.57,23.36
11.479,-8.74,21.20,-2.08,23.02
11.501,-8.83,21.30,-2.66,23.21
11.518,-8.93,21.40,-2.47,23.32
11.538,-9.13,21.10,-2.27,23.10
11.559,-8.93,20.91,-2.08,22.83
11.579,-8.83,21.40,-2.47,23.28
11.599,-8.93,21.20,-2.08,23.10
11.620,-8.93,21.30,-2.37,23.22
11.640,-9.13,21.30,-2.37,23.29
11.660,-9.03,20.81,-2.08,22.78
11.680,-9.03,20.91,-2.57,22.92
11.702,-9.42,20.81,-1.98,22.93
11.722,-9.03,21.30,-2.08,23.23
11.742,-9.13,21.49,-2.17,23.45
11.761,-8.93,21.30,-2.08,23.19
11.781,-8.83,21.20,-2.86,23.14
11.802,-9.03,21.10,-2.27,23.07
11.822,-8.74,21.40,-2.37,23.23
11.840,-9.13,21.40,-2.47,23.39
11.860,-9.13,21.59,-1.98,23.52
11.881,-8.93,21.59,-2.76,23.53
11.901,-9.03,21.40,-2.27,23.33
11.925,-9.03,21.30,-2.37,23.25
