Time,X,Y,Z
24.1668350, 0.3783354, 24.66031, -3.781991
24.1862850, -0.007446785, 24.77556, -3.778378
24.2065550, 0.2159878, 24.76351, -3.292545
24.2274780, 0.5474524, 24.5614, -3.685554
24.2494320, 0.0620637, 24.50867, -3.679559
24.2666720, 0.148314, 24.46029, -3.484871
24.2897670, -0.1070542, 24.60757, -3.775996
24.3069570, 0.09625387, 24.37486, -3.678974
24.3280230, 0.3839765, 24.66389, -3.293755
24.3484770, -0.03754282, 24.34068, -3.677177
24.3676140, 0.3219439, 24.36424, -2.997846
24.3879740, 0.296597, 24.71155, -3.586091
24.4097510, -0.1036696, 24.60972, -3.483055
24.4281090, 0.2334371, 24.41119, -3.387829
24.4487420, 0.296597, 24.71155, -3.586091
24.4684840, 0.09851031, 24.37629, -3.48368
24.4905220, 0.0776763, 24.72647, -3.681337
24.5107890, 0.1252236, 24.80903, -3.877822
24.5311050, 0.05209219, 24.29445, -3.189547
24.5512370, -0.1104389, 24.60543, -4.068937
24.5689980, 0.03238544, 24.64533, -3.289557
24.5896350, 0.3661066, 24.44465, -3.487273
24.6106370, 0.4831643, 24.26032, -3.584939
24.6329100, 0.4612012, 24.60978, -3.880243
24.6509130, 0.7872081, 24.19631, -3.392652
24.6712640, 0.5485806, 24.56211, -3.587907
24.6909490, 0.4170385, 24.52936, -3.390816
24.7107830, 0.2821127, 24.49447, -3.486667
24.7302560, 0.4482637, 24.96496, -3.394371
24.7501950, 0.1141239, 24.59409, -3.485456
24.7736890, 0.516646, 24.69735, -3.393199
24.7935320, 0.6645093, 24.37706, -3.783221
24.8136060, 0.6303191, 24.51087, -3.783807
24.8338550, 0.6667657, 24.37849, -3.587926
24.8537380, 0.5474524, 24.5614, -3.685554
24.8713840, 0.06432013, 24.5101, -3.484265
24.8917600, 0.5340963, 24.34503, -3.488483
24.9113620, 0.1327024, 24.24249, -3.483094
24.9313010, 0.06319192, 24.50938, -3.581912
24.9520150, 0.2775998, 24.4916, -3.877255
24.9716480, 0.1836334, 24.3272, -3.386638
24.9942050, 0.5307117, 24.34288, -3.781424
25.0143600, 0.347529, 24.79626, -3.489635
25.0317030, 0.2984347, 24.14143, -3.679598
25.0530600, -0.1215377, 24.39049, -3.676572
25.0716820, 0.06432013, 24.5101, -3.484265
25.0931190, 0.09512566, 24.37415, -3.776621
25.1118580, 0.3341728, 24.57989, -3.292564
25.1325050, 0.6124491, 24.29164, -3.977324
25.1520100, -0.1876635, 24.65954, -3.48245
25.1723990, -0.07173491, 24.47449, -3.677763
25.1924400, 0.1627994, 24.67737, -3.584295
25.2126840, -0.1557298, 24.5243, -3.677158
25.2337670, 0.1779923, 24.32362, -3.874873
25.2528430, 0.1141239, 24.59409, -3.485456
25.2730310, 0.4125256, 24.5265, -3.781405
25.2939560, 0.435617, 24.17776, -3.388453
25.3148910, 0.3285317, 24.57631, -3.780799
25.3340280, 0.2345653, 24.4119, -3.290182
25.3538030, 0.681251, 24.59558, -3.687351
25.3740690, 0.350494, 24.22686, -3.485495
25.3940250, 0.5637736, 24.20836, -3.878485
25.4153540, 0.3839765, 24.66389, -3.293755
25.4353290, 0.5497089, 24.56283, -3.49026
25.4563600, -0.07173491, 24.47449, -3.677763
25.4756460, 0.1141239, 24.59409, -3.485456
25.4957980, 0.1460576, 24.45885, -3.680165
25.5162780, -0.07286312, 24.47377, -3.77541
25.5357570, -0.1014132, 24.61115, -3.28776
25.5557500, 0.2821127, 24.49447, -3.486667
25.5767120, 0.148314, 24.46029, -3.484871
25.5970050, 0.08990425, 24.94212, -3.976055
25.6164740, 0.05096397, 24.29373, -3.287194
25.6367550, 0.23795, 24.41405, -2.99724
25.6566310, 0.1594147, 24.67522, -3.877236
25.6772330, 0.1263518, 24.80974, -3.780175
25.6967830, -0.006318565, 24.77628, -3.680731
25.7173430, -0.2044043, 24.44102, -3.578319
25.7397050, 0.1936049, 24.54142, -3.87665
25.7599830, -0.1534733, 24.52573, -3.481863
25.7772780, 0.166184, 24.67952, -3.291353
25.7975120, -0.02080295, 24.55919, -3.581307
25.8177290, 0.09441712, 24.94498, -3.585466
25.8379830, 0.8295331, 24.84684, -3.788571
25.8583800, -0.06722203, 24.47735, -3.287174
25.8790480, 0.308825, 24.9272, -3.88081
25.8983270, 0.1981178, 24.54428, -3.486062
25.9185840, 0.07541987, 24.72503, -3.876631
25.9389010, -0.06947847, 24.47592, -3.482469
25.9602490, 0.5010334, 24.47955, -3.391422
25.9792510, 0.5098767, 24.69306, -3.979082
26.0002770, 0.2624069, 24.84536, -3.586677
26.0204680, 0.1438012, 24.45742, -3.875459
26.0394800, 0.01338818, 24.42539, -3.580721
26.0605420, 0.04419466, 24.28944, -3.873076
26.0793780, -0.2032761, 24.44174, -3.480672
26.1028270, 0.1616712, 24.67665, -3.681942
26.1229130, 0.5653206, 24.78063, -3.492037
26.1428200, -0.05499408, 24.693, -3.581893
26.1610830, 0.3604655, 24.44107, -3.975508
26.1803780, 0.2266678, 24.40689, -3.973711
26.2021920, -0.02193117, 24.55848, -3.678954
26.2230640, 0.3794637, 24.66102, -3.684344
26.2433340, 0.1969896, 24.54356, -3.583709
26.2630890, 0.227796, 24.40761, -3.876064
26.2836440, 0.01113174, 24.42396, -3.776015
26.3035280, 0.3319164, 24.57846, -3.487858
26.3232910, 0.1750273, 24.89302, -3.879013
26.3435820, 0.3319164, 24.57846, -3.487858
26.3624880, 0.06657657, 24.51153, -3.288971
26.3834930, 0.3509136, 24.79841, -3.196694
26.4036190, 0.2311807, 24.40976, -3.583123
26.4224260, 0.2635351, 24.84607, -3.48903
26.4423070, 0.2612786, 24.84464, -3.684324
26.4629750, 0.1415447, 24.45599, -4.070753
26.4839780, 0.06319192, 24.50938, -3.581912
26.5028380, 0.2259583, 24.97773, -3.782557
26.5230630, -0.09369713, 24.82394, -3.973067
26.5427300, 0.1286083, 24.81117, -3.584881
26.5631900, 0.2954688, 24.71083, -3.683738
26.5835060, 0.3285317, 24.57631, -3.780799
26.6041780, 0.2798562, 24.49303, -3.681961
26.6234220, -0.2385955, 24.57483, -3.578905
26.6445580, 0.4136539, 24.52722, -3.683758
26.6644710, 0.1795402, 24.89589, -3.488425
26.6846990, 0.1141239, 24.59409, -3.485456
26.7045460, 0.0620637, 24.50867, -3.679559
26.7241840, 0.2624069, 24.84536, -3.586677
26.7442630, 0.4136539, 24.52722, -3.683758
26.7642760, 0.3661066, 24.44465, -3.487273
26.7844280, 0.3452725, 24.79483, -3.68493
26.8040640, -0.01516185, 24.56277, -3.093071
26.8242670, 0.07951401, 24.15635, -3.774843
26.8446830, -0.1579862, 24.52287, -3.872452
26.8641610, 0.6678939, 24.37921, -3.490279
26.8854060, 0.09399744, 24.37343, -3.874268
26.9050650, 0.01677284, 24.42754, -3.28778
26.9251880, -0.07060668, 24.4752, -3.580116
26.9451390, 0.5671582, 24.2105, -3.585544
26.9659880, 0.1460576, 24.45885, -3.680165
26.9859560, 0.6028973, 24.64897, -3.19851
27.0059660, 0.0973821, 24.37558, -3.581326
27.0268480, 0.01113174, 24.42396, -3.776015
27.0488400, 0.1706969, 24.68238, -2.900765
27.0692180, 0.1460576, 24.45885, -3.680165
27.0896540, 0.4467168, 24.39269, -3.780819
27.1098940, 0.1449294, 24.45814, -3.777812
27.1293730, -0.1378598, 24.74353, -3.483641
27.1500480, 0.1449294, 24.45814, -3.777812
27.1708040, 0.3129182, 24.35851, -3.779022
27.1891930, -0.1378598, 24.74353, -3.483641
27.2074510, -0.09369713, 24.82394, -3.973067
27.2279240, 0.06544836, 24.51081, -3.386618
27.2483440, 0.2635351, 24.84607, -3.48903
27.2716260, 0.4426226, 24.96138, -3.882606
27.2913970, -0.02305939, 24.55776, -3.776601
27.3115150, 0.3262753, 24.57488, -3.976094
27.3318280, 0.4679705, 24.61407, -3.29436
27.3516270, 0.1947331, 24.54213, -3.779003
27.3717640, 0.4534861, 24.39699, -3.194936
27.3915200, -0.07173491, 24.47449, -3.677763
27.4120570, 0.3962035, 24.87954, -3.588474
27.4298720, 0.1308647, 24.81261, -3.389586
27.4493770, 0.2821127, 24.49447, -3.486667
27.4721300, 0.09625387, 24.37486, -3.678974
27.4918920, 0.3262753, 24.57488, -3.976094
27.5115460, 0.2791467, 25.06387, -3.490807
27.5323620, -0.02080295, 24.55919, -3.581307
27.5505090, -0.2195982, 24.79477, -3.287741
27.5723520, 0.2334371, 24.41119, -3.387829
27.5924580, 0.0620637, 24.50867, -3.679559
27.6121640, 0.2809844, 24.49375, -3.584314
27.6305810, 0.465714, 24.61264, -3.489655
27.6506100, -0.007446785, 24.77556, -3.778378
27.6728460, 0.02561613, 24.64104, -3.87544
27.6907220, 0.2255396, 24.40618, -4.071358
27.7118450, 0.1315742, 24.24177, -3.58074
27.7309020, -0.3073964, 24.27089, -3.868878
27.7532080, -0.03528638, 24.34211, -3.481883
27.7733210, 0.2015024, 24.54643, -3.19312
27.7932800, 0.1107392, 24.59194, -3.778398
27.8136710, 0.3828483, 24.66317, -3.391402
27.8335570, 0.02448791, 24.64032, -3.973087
27.8535570, 0.6823792, 24.59629, -3.589704
27.8735610, 0.2999817, 24.7137, -3.29315
27.8921180, 0.3430161, 24.7934, -3.880224
27.9123400, 0.02335969, 24.63961, -4.070734
27.9331540, 0.1616712, 24.67665, -3.681942
27.9535240, 0.3527504, 24.22829, -3.290201
27.9738630, 0.4455886, 24.39198, -3.878466
27.9936160, 0.1263518, 24.80974, -3.780175
28.0136240, 0.3783354, 24.66031, -3.781991
28.0337200, 0.6036058, 24.07813, -3.389664
28.0539520, 0.09963854, 24.37701, -3.386032
28.0741040, 0.01225996, 24.42467, -3.678368
28.0966190, 0.2624069, 24.84536, -3.586677
28.1138440, 0.07429165, 24.72432, -3.974278
28.1337790, -0.05386586, 24.69372, -3.484246
28.1545060, 0.4623294, 24.61049, -3.782596
28.1744440, 0.06996123, 24.51368, -2.99603
28.1945220, 0.4224981, 24.74072, -4.271418
28.2149720, 0.04870753, 24.2923, -3.482488
28.2349910, -0.1367316, 24.74425, -3.385993
28.2557830, 0.1958613, 24.54285, -3.681356
28.2756970, 0.1505705, 24.46172, -3.289576
28.2960720, -0.03528638, 24.34211, -3.481883
28.3156390, 0.2490497, 24.62899, -3.389606
28.3357790, 0.278728, 24.49232, -3.779608
28.3562940, -0.03867104, 24.33996, -3.774824
28.3752180, 0.06657657, 24.51153, -3.288971
28.3957560, 0.3095335, 24.35637, -4.071964
28.4157150, 0.2943406, 24.71012, -3.781385
28.4358590, 0.1627994, 24.67737, -3.584295
28.4595320, -0.09369713, 24.82394, -3.973067
28.4765050, 0.06093548, 24.50795, -3.777206
28.4969570, 0.02900079, 24.64319, -3.582498
28.5168300, 0.2368218, 24.41334, -3.094887
28.5369640, 0.4422039, 24.38983, -4.171407
28.5582390, 0.2809844, 24.49375, -3.584314
28.5801820, -0.004480857, 24.20616, -3.774238
28.6006110, 0.3011099, 24.71441, -3.195503
28.6186620, 0.2999817, 24.7137, -3.29315
28.6389020, 0.08402689, 24.15921, -3.384255
28.6580190, 0.1802487, 24.32505, -3.679579
28.6781220, -0.03825231, 24.91152, -3.486023
28.6992180, 0.06319192, 24.50938, -3.581912
28.7190820, 0.2832409, 24.49518, -3.38902
28.7391020, 0.1460576, 24.45885, -3.680165
28.7593190, 0.4337803, 24.74788, -3.294946
28.7788200, 0.06544836, 24.51081, -3.386618
28.7984200, 0.2445369, 24.62613, -3.780194
28.8191070, 0.08106096, 24.72861, -3.388395
28.8397780, 0.4303956, 24.74573, -3.587888
28.8600660, 0.12748, 24.81046, -3.682528
28.8800390, 0.5132613, 24.6952, -3.68614
28.8999390, 0.4159103, 24.52865, -3.488464
28.9193840, 0.2775998, 24.4916, -3.877255
28.9397380, 0.02787257, 24.64247, -3.680145
28.9597700, 0.2753433, 24.49017, -4.072549
28.9819050, 0.2300525, 24.40904, -3.68077
29.0022270, 0.2311807, 24.40976, -3.583123
29.0208460, 0.04532288, 24.29015, -3.775429
29.0419910, 0.04010051, 24.85813, -3.974864
29.0624730, 0.7188259, 24.46392, -3.393824
29.0802050, 0.4315239, 24.74645, -3.490241
29.1010880, -0.0364146, 24.34139, -3.57953
29.1223740, 0.06093548, 24.50795, -3.777206
29.1422150, 0.06319192, 24.50938, -3.581912
29.1614810, 0.2753433, 24.49017, -4.072549
29.1810020, 0.4501014, 24.39484, -3.487878
29.2027050, 0.3307882, 24.57774, -3.585505
29.2221420, 0.1460576, 24.45885, -3.680165
29.2431810, 0.2490497, 24.62899, -3.389606
29.2631200, 0.1981178, 24.54428, -3.486062
29.2822630, -0.01967473, 24.55991, -3.48366
29.3023780, 0.04574161, 24.86171, -3.486628
29.3226620, 0.1107392, 24.59194, -3.778398
29.3439950, 0.1958613, 24.54285, -3.681356
29.3652810, 0.2490497, 24.62899, -3.389606
29.3833970, 0.3851048, 24.6646, -3.196108
29.4035530, 0.2114749, 24.76065, -3.683133
29.4231280, 0.1286083, 24.81117, -3.584881
29.4436910, 0.04235695, 24.85956, -3.779569
29.4641790, -0.02080295, 24.55919, -3.581307
29.4839620, 0.4258828, 24.74287, -3.978476
29.5038270, -0.05386586, 24.69372, -3.484246
29.5239340, 0.3672348, 24.44537, -3.389625
29.5442490, 0.4512296, 24.39556, -3.390231
29.5641680, 0.04461339, 24.86099, -3.584275
29.5847630, 0.3627219, 24.4425, -3.780214
29.6048050, 0.04461339, 24.86099, -3.584275
29.6248270, 0.4448791, 24.96281, -3.687312
29.6445140, 0.3783354, 24.66031, -3.781991
29.6653210, 0.1528269, 24.46315, -3.094282
29.6850520, 0.3627219, 24.4425, -3.780214
29.7054630, 0.2467933, 24.62756, -3.5849
29.7252340, 0.4634576, 24.61121, -3.684949
29.7458040, 0.199246, 24.54499, -3.388415
29.7656330, 0.3441443, 24.79411, -3.782577
29.7860770, 0.2456651, 24.62684, -3.682547
29.8070160, 0.2126031, 24.76136, -3.585486
29.8260060, 0.1528269, 24.46315, -3.094282
29.8466080, 0.2664991, 24.27667, -3.48489
29.8677140, 0.3129182, 24.35851, -3.779022
29.8879180, 0.4333606, 24.17632, -3.583748
29.9070760, 0.06544836, 24.51081, -3.386618
29.9272940, -0.002933908, 24.77843, -3.38779
29.9506300, 0.2653709, 24.27595, -3.582537
29.9703460, 0.2653709, 24.27595, -3.582537
29.9883850, 0.278728, 24.49232, -3.779608
30.0076270, 0.3649783, 24.44394, -3.584919
30.0302760, 0.199246, 24.54499, -3.388415
30.0507050, -0.1215377, 24.39049, -3.676572
30.0679060, -0.03867104, 24.33996, -3.774824
30.0905810, 0.435617, 24.17776, -3.388453
30.1107830, 0.09851031, 24.37629, -3.48368
30.1309320, -0.08621833, 24.2574, -3.578339
30.1501220, 0.2653709, 24.27595, -3.582537
30.1712270, 0.130446, 24.24105, -3.678388
30.1891700, 0.1836334, 24.3272, -3.386638
30.2093730, 0.3661066, 24.44465, -3.487273
30.2291580, 0.02561613, 24.64104, -3.87544
30.2496420, 0.4292674, 24.74502, -3.685535
30.2698410, 0.1471858, 24.45957, -3.582518
30.2901670, 0.4170385, 24.52936, -3.390816
30.3094160, 0.1152521, 24.59481, -3.387809
30.3315030, -0.02080295, 24.55919, -3.581307
30.3507890, -0.2374672, 24.57554, -3.481258
30.3716880, 0.4014259, 24.31156, -3.389039
30.3921050, 0.3129182, 24.35851, -3.779022
30.4098460, 0.130446, 24.24105, -3.678388
30.4300680, 0.1129957, 24.59337, -3.583103
30.4503250, -0.002224419, 24.20759, -3.578944
30.4700880, 0.2467933, 24.62756, -3.5849
30.4909690, 0.5687052, 24.78278, -3.199096
30.5130280, 0.1175085, 24.59624, -3.192515
30.5320860, 0.271012, 24.27953, -3.094301
30.5522930, 0.1141239, 24.59409, -3.485456
30.5722990, 0.3615937, 24.44179, -3.877861
30.5933680, 0.447845, 24.39341, -3.683172
30.6125210, 0.3608851, 25.01263, -3.686707
30.6321810, 0.06544836, 24.51081, -3.386618
30.6574230, 0.4634576, 24.61121, -3.684949
30.6730990, 0.4623294, 24.61049, -3.782596
30.6930090, 0.3274035, 24.5756, -3.878447
30.7129070, 0.6006408, 24.64754, -3.393804
30.7327910, 0.1107392, 24.59194, -3.778398
30.7532610, 0.2434087, 24.62541, -3.877841
30.7735250, 0.01225996, 24.42467, -3.678368
30.7935790, -0.1765638, 24.87447, -3.874815
30.8141160, 0.5995126, 24.64682, -3.491451
30.8333660, 0.2479215, 24.62827, -3.487253
30.8537740, -0.02193117, 24.55848, -3.678954
30.8743820, 0.2490497, 24.62899, -3.389606
30.8942200, 0.06657657, 24.51153, -3.288971
30.9143690, 0.2467933, 24.62756, -3.5849
30.9339070, 0.2178245, 24.19339, -3.386052
30.9545110, 0.2110552, 24.18909, -3.971934
30.9746560, 0.2809844, 24.49375, -3.584314
30.9948870, 0.2988535, 24.71298, -3.390797
31.0152530, 0.148314, 24.46029, -3.484871
31.0359610, 0.2809844, 24.49375, -3.584314
31.0553800, 0.02900079, 24.64319, -3.582498
31.0752820, 0.4170385, 24.52936, -3.390816
31.0958380, 0.1936049, 24.54142, -3.87665
31.1168990, 0.1981178, 24.54428, -3.486062
31.1359940, 0.2137313, 24.76208, -3.487839
31.1559460, 0.613996, 24.8639, -3.590875
31.1768700, -0.02305939, 24.55776, -3.776601
31.1955400, 0.02674435, 24.64176, -3.777792
31.2155820, 0.3851048, 24.6646, -3.196108
31.2396970, 0.4326521, 24.74716, -3.392594
31.2594820, 0.2988535, 24.71298, -3.390797
31.2798570, 0.3185593, 24.36209, -3.290787
31.2997140, 0.5619359, 24.77848, -3.784978
31.3185670, 0.296597, 24.71155, -3.586091
31.3386010, 0.1129957, 24.59337, -3.583103
31.3578440, -0.1887917, 24.65882, -3.580096
31.3797370, 0.296597, 24.71155, -3.586091
31.4018170, -0.03190172, 24.34426, -3.188942
31.4200510, 0.2126031, 24.76136, -3.585486
31.4381470, 0.1141239, 24.59409, -3.485456
31.4598270, 0.07429165, 24.72432, -3.974278
31.4783910, 0.04193822, 24.288, -4.068371
31.5011740, 0.227796, 24.40761, -3.876064
31.5208070, 0.2289243, 24.40833, -3.778417
31.5376550, 0.3285317, 24.57631, -3.780799
31.5582520, 0.4281392, 24.7443, -3.783182
31.5787790, -0.08396189, 24.25883, -3.383044
31.5989490, 0.2015024, 24.54643, -3.19312
31.6194120, 0.1129957, 24.59337, -3.583103
31.6384970, -0.08283368, 24.25955, -3.285397
31.6591180, 0.4790702, 24.82901, -3.686726
31.6808430, 0.1668926, 24.10868, -3.482508
31.6995400, 0.4999052, 24.47884, -3.489069
31.7180490, -0.05386586, 24.69372, -3.484246
31.7384550, 0.2546908, 24.63257, -2.90137
31.7596320, 0.4444603, 24.39126, -3.976113
31.7800960, 0.2304712, 24.98059, -3.391969
31.8009380, 0.109611, 24.59123, -3.876045
31.8217680, -0.03979925, 24.33925, -3.872471
31.8407960, 0.01000353, 24.42324, -3.873662
31.8608310, 0.2809844, 24.49375, -3.584314
31.8808660, 0.02971027, 24.07235, -3.773652
31.9017900, -0.06496559, 24.47878, -3.09188
31.9207840, 0.2954688, 24.71083, -3.683738
31.9403630, 0.3452725, 24.79483, -3.68493
31.9607660, 0.3140464, 24.35923, -3.681376
31.9809530, 0.1129957, 24.59337, -3.583103
32.0018990, 0.3452725, 24.79483, -3.68493
32.0218400, 0.1825052, 24.32648, -3.484285
32.0413930, 0.1252236, 24.80903, -3.877822
32.0621080, 0.2182442, 24.76494, -3.09725
32.0827550, 0.1870181, 24.32934, -3.093696
32.1024880, 0.06432013, 24.5101, -3.484265
32.1224720, 0.02561613, 24.64104, -3.87544
32.1429230, 0.4501014, 24.39484, -3.487878
32.1640030, 0.4292674, 24.74502, -3.685535
32.1827350, 0.4987769, 24.47812, -3.586716
32.2035700, 0.3835578, 24.09233, -3.582556
32.2234280, 0.1969896, 24.54356, -3.583709
32.2446510, 0.3464008, 24.79554, -3.587282
32.2643460, 0.1319929, 24.81332, -3.291939
32.2834800, 0.1858898, 24.32863, -3.191343
32.3037120, 0.03351366, 24.64605, -3.19191
32.3241900, 0.2479215, 24.62827, -3.487253
32.3443590, 0.3151746, 24.35994, -3.583728
32.3649480, 0.3794637, 24.66102, -3.684344
32.3846400, 0.2798562, 24.49303, -3.681961
32.4046950, -0.08467138, 24.82967, -3.19189
32.4260320, 0.3805919, 24.66174, -3.586696
32.4446720, -0.03528638, 24.34211, -3.481883
32.4659390, 0.350494, 24.22686, -3.485495
32.4862830, 0.386233, 24.66532, -3.098461
32.5052490, 0.1220214, 24.5991, -2.801927
32.5263030, 0.0145164, 24.42611, -3.483074
32.5468700, 0.1969896, 24.54356, -3.583709
32.5665620, 0.1471858, 24.45957, -3.582518
32.5861540, 0.3319164, 24.57846, -3.487858
32.6075470, 0.5637736, 24.20836, -3.878485
32.6270680, 0.4136539, 24.52722, -3.683758
32.6465240, -0.09256891, 24.82466, -3.87542
32.6675280, 0.2988535, 24.71298, -3.390797
32.6876730, 0.8492398, 24.49595, -3.688561
32.7081160, 0.3672348, 24.44537, -3.389625
32.7277830, 0.2467933, 24.62756, -3.5849
32.7475440, 0.6864725, 24.02761, -3.487916
32.7680010, 0.3493657, 24.22614, -3.583142
32.7875310, 0.4612012, 24.60978, -3.880243
32.8078190, 0.4797797, 24.25817, -3.87788
32.8277820, 0.1779923, 24.32362, -3.874873
32.8478220, 0.1924767, 24.5407, -3.974297
32.8678050, 0.1657644, 24.10796, -3.580155
32.8876410, 0.5010334, 24.47955, -3.391422
