Date,Longitude,Latitude
10/12/2020 23:48:42,-46.6515716,-23.5712024
10/12/2020 23:48:52,-46.6515696,-23.5711977
10/12/2020 23:49:02,-46.6515701,-23.5711942
10/12/2020 23:49:12,-46.651565,-23.5712014
10/12/2020 23:49:22,-46.6515724,-23.5711866
10/12/2020 23:49:32,-46.65157,-23.5712003
10/12/2020 23:49:42,-46.6515683,-23.5712063
10/12/2020 23:49:52,-46.6515688,-23.5712012
10/12/2020 23:50:02,-46.6515704,-23.5712018
10/12/2020 23:50:12,-46.6515648,-23.5712041
10/12/2020 23:50:22,-46.6515729,-23.5711981
10/12/2020 23:50:32,-46.6515725,-23.5711986
10/12/2020 23:50:42,-46.6515758,-23.5711932
10/12/2020 23:50:52,-46.6515794,-23.5711936
10/12/2020 23:51:02,-46.6515768,-23.5711898
10/12/2020 23:51:12,-46.6515741,-23.5711921
10/12/2020 23:51:22,-46.6515692,-23.5711992
10/12/2020 23:51:32,-46.651568,-23.5711955
10/12/2020 23:51:42,-46.6515716,-23.5712017
10/12/2020 23:51:52,-46.6515702,-23.5712018
10/12/2020 23:52:02,-46.6515733,-23.5711941
10/12/2020 23:52:12,-46.6515733,-23.5711949
10/12/2020 23:52:22,-46.6515721,-23.571194
10/12/2020 23:52:32,-46.651576,-23.5711874
10/12/2020 23:52:42,-46.6515786,-23.571187
10/12/2020 23:52:52,-46.6515758,-23.5711917
10/12/2020 23:53:02,-46.651573,-23.5711941
10/12/2020 23:53:12,-46.6515678,-23.5711943
10/12/2020 23:53:22,-46.6515678,-23.5711952
10/12/2020 23:53:32,-46.6515722,-23.5711998
10/12/2020 23:53:42,-46.6515747,-23.5712028
10/12/2020 23:53:52,-46.6515763,-23.5711984
10/12/2020 23:54:02,-46.6515727,-23.5712018
10/12/2020 23:54:12,-46.6515718,-23.571199
10/12/2020 23:54:22,-46.6515703,-23.5711931
10/12/2020 23:54:32,-46.6515717,-23.5712027
10/12/2020 23:54:42,-46.6515733,-23.5712001
10/12/2020 23:54:52,-46.6515749,-23.5711955
10/12/2020 23:55:02,-46.6515755,-23.5711933
10/12/2020 23:55:12,-46.6515697,-23.5712121
10/12/2020 23:55:22,-46.6515704,-23.5712137
10/12/2020 23:55:32,-46.6515705,-23.571212
10/12/2020 23:55:42,-46.6515687,-23.5712108
10/12/2020 23:55:52,-46.6515703,-23.571193
10/12/2020 23:56:02,-46.6515676,-23.5712043
10/12/2020 23:56:12,-46.6515686,-23.5712084
10/12/2020 23:56:22,-46.6515688,-23.5712082
10/12/2020 23:56:32,-46.6515689,-23.5712071
10/12/2020 23:56:42,-46.6515705,-23.5712139
10/12/2020 23:56:52,-46.6515739,-23.571205
10/12/2020 23:57:02,-46.6515743,-23.5712035
10/12/2020 23:57:12,-46.6515773,-23.5712062
10/12/2020 23:57:22,-46.6515738,-23.5712054
10/12/2020 23:57:32,-46.6515721,-23.5711987
10/12/2020 23:57:42,-46.6515671,-23.5712112
10/12/2020 23:57:52,-46.6515642,-23.5712204
10/12/2020 23:58:02,-46.6515667,-23.5712091
10/12/2020 23:58:12,-46.6515603,-23.5712174
10/12/2020 23:58:22,-46.6515631,-23.57121
10/12/2020 23:58:32,-46.651561,-23.571213
10/12/2020 23:58:42,-46.6515667,-23.5712064
10/12/2020 23:58:52,-46.651565,-23.5712123
10/12/2020 23:59:02,-46.6515692,-23.5712081
10/12/2020 23:59:12,-46.6515701,-23.5712101
10/12/2020 23:59:22,-46.651568,-23.5712021
10/12/2020 23:59:32,-46.6515596,-23.5712174
10/12/2020 23:59:42,-46.6515643,-23.5712116
10/12/2020 23:59:52,-46.6515649,-23.5711967
11/12/2020 00:00:02,-46.6515632,-23.5712002
11/12/2020 00:00:12,-46.651548,-23.5712139
11/12/2020 00:00:22,-46.6515548,-23.5712063
11/12/2020 00:00:32,-46.6515577,-23.5712152
11/12/2020 00:00:42,-46.6515651,-23.5712024
11/12/2020 00:00:52,-46.651575,-23.5712065
11/12/2020 00:01:02,-46.6515708,-23.571204
11/12/2020 00:01:12,-46.6515709,-23.571201
11/12/2020 00:01:22,-46.6515663,-23.5712242
11/12/2020 00:01:32,-46.6515683,-23.5712202
11/12/2020 00:01:42,-46.6515685,-23.5712167
11/12/2020 00:01:52,-46.651578,-23.5712054
11/12/2020 00:02:02,-46.6515726,-23.5712008
11/12/2020 00:02:12,-46.6515719,-23.5712065
11/12/2020 00:02:22,-46.6515753,-23.5711988
11/12/2020 00:02:32,-46.6515693,-23.5712003
11/12/2020 00:02:42,-46.6515713,-23.5712016
11/12/2020 00:02:52,-46.6515754,-23.5712009
11/12/2020 00:03:02,-46.6515726,-23.5711989
11/12/2020 00:03:12,-46.6515709,-23.5712013
11/12/2020 00:03:22,-46.6515737,-23.5711984
11/12/2020 00:03:32,-46.6515698,-23.5711974
11/12/2020 00:03:42,-46.6515704,-23.5711949
11/12/2020 00:03:52,-46.651571,-23.5712
11/12/2020 00:04:02,-46.6515649,-23.5711932
11/12/2020 00:04:12,-46.6515645,-23.5711931
11/12/2020 00:04:22,-46.6515653,-23.5712006
11/12/2020 00:04:32,-46.6515579,-23.5712193
11/12/2020 00:04:42,-46.6515739,-23.5711855
11/12/2020 00:04:52,-46.6515752,-23.5711919
11/12/2020 00:05:02,-46.6515765,-23.5711976
11/12/2020 00:05:12,-46.6515757,-23.5711954
11/12/2020 00:05:22,-46.6515718,-23.5712036
11/12/2020 00:05:32,-46.6515744,-23.5711945
11/12/2020 00:05:42,-46.6515748,-23.571196
11/12/2020 00:05:52,-46.6515717,-23.5711928
11/12/2020 00:06:02,-46.6515626,-23.5711904
11/12/2020 00:06:12,-46.6515622,-23.571197
11/12/2020 00:06:22,-46.6515623,-23.5711945
11/12/2020 00:06:32,-46.6515678,-23.5711991
11/12/2020 00:06:42,-46.6515646,-23.5711915
11/12/2020 00:06:52,-46.6515674,-23.5711894
11/12/2020 00:07:02,-46.6515637,-23.5711931
11/12/2020 00:07:12,-46.6515729,-23.5711889
11/12/2020 00:07:22,-46.651564,-23.5711922
11/12/2020 00:07:32,-46.6515726,-23.5711978
11/12/2020 00:07:42,-46.6515695,-23.5711903
11/12/2020 00:07:52,-46.6515689,-23.5712016
11/12/2020 00:08:02,-46.6515647,-23.5712011
11/12/2020 00:08:12,-46.6515698,-23.5711973
11/12/2020 00:08:22,-46.6515689,-23.5711989
11/12/2020 00:08:32,-46.6515685,-23.5712014
11/12/2020 00:08:42,-46.6515661,-23.5711943
11/12/2020 00:08:52,-46.6515513,-23.5712169
11/12/2020 00:09:02,-46.6515538,-23.5712194
11/12/2020 00:09:12,-46.6515569,-23.5712279
11/12/2020 00:09:22,-46.6515601,-23.5712275
11/12/2020 00:09:32,-46.6515557,-23.5712303
11/12/2020 00:09:42,-46.651555,-23.5712269
11/12/2020 00:09:52,-46.6515561,-23.5712275
11/12/2020 00:10:02,-46.6515523,-23.571229
11/12/2020 00:10:12,-46.6515619,-23.5712232
11/12/2020 00:10:22,-46.6515589,-23.5712214
11/12/2020 00:10:32,-46.6515577,-23.5712239
11/12/2020 00:10:43,-46.6515571,-23.5712352
11/12/2020 00:10:52,-46.6515574,-23.5712353
11/12/2020 00:11:02,-46.6515567,-23.5712128
11/12/2020 00:11:12,-46.651556,-23.5712162
11/12/2020 00:11:22,-46.6515595,-23.5712179
11/12/2020 00:11:32,-46.6515602,-23.5712162
11/12/2020 00:11:42,-46.6515514,-23.571209
11/12/2020 00:11:52,-46.6515476,-23.5712113
11/12/2020 00:12:02,-46.651553,-23.5712201
11/12/2020 00:12:12,-46.6515498,-23.5712206
11/12/2020 00:12:22,-46.6515635,-23.571219
11/12/2020 00:12:32,-46.651544,-23.571212
11/12/2020 00:12:42,-46.6515554,-23.5712012
11/12/2020 00:12:52,-46.6515494,-23.5712116
11/12/2020 00:13:02,-46.6515506,-23.5712087
11/12/2020 00:13:12,-46.651553,-23.5712091
11/12/2020 00:13:22,-46.651562,-23.5712194
11/12/2020 00:13:32,-46.6515586,-23.571225
11/12/2020 00:13:42,-46.6515557,-23.5712259
11/12/2020 00:13:52,-46.6515588,-23.5712245
11/12/2020 00:14:02,-46.6515428,-23.5712096
11/12/2020 00:14:12,-46.6515517,-23.5712176
11/12/2020 00:14:22,-46.6515554,-23.5712171
11/12/2020 00:14:32,-46.6515543,-23.5712176
11/12/2020 00:14:42,-46.6515582,-23.5712232
11/12/2020 00:14:52,-46.6515667,-23.5712066
11/12/2020 00:15:02,-46.6515592,-23.5712194
11/12/2020 00:15:12,-46.6515605,-23.5712116
11/12/2020 00:15:22,-46.6515668,-23.5711977
11/12/2020 00:15:32,-46.6515618,-23.5711978
11/12/2020 00:15:42,-46.6515667,-23.5711956
11/12/2020 00:15:52,-46.6515669,-23.5712048
11/12/2020 00:16:02,-46.6515635,-23.5712031
11/12/2020 00:16:12,-46.6515521,-23.5712149
11/12/2020 00:16:22,-46.6515632,-23.5711967
11/12/2020 00:16:32,-46.6515593,-23.5712005
11/12/2020 00:16:42,-46.6515672,-23.5711956
11/12/2020 00:16:52,-46.6515612,-23.5711969
11/12/2020 00:17:02,-46.6515583,-23.5711949
11/12/2020 00:17:12,-46.6515607,-23.5711938
11/12/2020 00:17:22,-46.6515672,-23.5711967
11/12/2020 00:17:32,-46.6515599,-23.5711917
11/12/2020 00:17:42,-46.6515569,-23.5712003
11/12/2020 00:17:52,-46.6515525,-23.5712018
11/12/2020 00:18:02,-46.6515552,-23.5712027
11/12/2020 00:18:12,-46.6515468,-23.571208
11/12/2020 00:18:22,-46.6515484,-23.5712061
11/12/2020 00:18:32,-46.6515471,-23.571207
11/12/2020 00:18:42,-46.6515478,-23.5712065
11/12/2020 00:18:52,-46.6515625,-23.5712243
11/12/2020 00:19:02,-46.6515659,-23.5712201
11/12/2020 00:19:12,-46.6515682,-23.5712044
11/12/2020 00:19:22,-46.6515711,-23.5711985
11/12/2020 00:19:33,-46.6515655,-23.5712029
11/12/2020 00:19:43,-46.6515629,-23.5712082
11/12/2020 00:19:52,-46.6515737,-23.5711975
11/12/2020 00:20:02,-46.6515711,-23.5711911
11/12/2020 00:20:12,-46.6515706,-23.5711915
11/12/2020 00:20:22,-46.6515699,-23.5711901
11/12/2020 00:20:32,-46.6515662,-23.5711901
11/12/2020 00:20:42,-46.651574,-23.5711776
11/12/2020 00:20:52,-46.6515764,-23.5711814
11/12/2020 00:21:02,-46.6515754,-23.5711908
11/12/2020 00:21:12,-46.6515769,-23.5711917
11/12/2020 00:21:22,-46.6515713,-23.5712038
11/12/2020 00:21:32,-46.6515684,-23.571208
11/12/2020 00:21:42,-46.6515653,-23.5711991
11/12/2020 00:21:52,-46.6515643,-23.5712056
11/12/2020 00:22:02,-46.6515695,-23.5711957
11/12/2020 00:22:12,-46.6515742,-23.5711964
11/12/2020 00:22:22,-46.6515728,-23.5711977
11/12/2020 00:22:32,-46.6515715,-23.5712003
11/12/2020 00:22:42,-46.6515718,-23.5711955
11/12/2020 00:22:52,-46.6515674,-23.5711919
11/12/2020 00:23:02,-46.6515642,-23.5711938
11/12/2020 00:23:12,-46.6515627,-23.5711963
11/12/2020 00:23:22,-46.6515643,-23.5711966
11/12/2020 00:23:32,-46.65157,-23.571207
11/12/2020 00:23:42,-46.6515642,-23.5712021
11/12/2020 00:23:52,-46.6515682,-23.5711984
11/12/2020 00:24:02,-46.6515605,-23.5712027
11/12/2020 00:24:12,-46.6515694,-23.5711949
11/12/2020 00:24:22,-46.6515724,-23.5711954
11/12/2020 00:24:32,-46.6515711,-23.5711972
11/12/2020 00:24:42,-46.6515698,-23.5711973
11/12/2020 00:24:52,-46.6515692,-23.5711975
11/12/2020 00:25:02,-46.6515699,-23.5711939
11/12/2020 00:25:12,-46.6515652,-23.5711931
11/12/2020 00:25:22,-46.6515622,-23.5711908
11/12/2020 00:25:32,-46.6515629,-23.5711899
11/12/2020 00:25:42,-46.6515652,-23.5711992
11/12/2020 00:25:52,-46.651566,-23.5711992
11/12/2020 00:26:02,-46.6515658,-23.5711996
11/12/2020 00:26:12,-46.6515664,-23.5711971
11/12/2020 00:26:22,-46.6515651,-23.5712039
11/12/2020 00:26:32,-46.6515649,-23.571194
11/12/2020 00:26:43,-46.6515621,-23.5711941
11/12/2020 00:26:52,-46.6515635,-23.5711953
11/12/2020 00:27:02,-46.6515647,-23.5711926
11/12/2020 00:27:12,-46.6515639,-23.5711956
11/12/2020 00:27:22,-46.6515698,-23.5711964
11/12/2020 00:27:32,-46.6515481,-23.5712005
11/12/2020 00:27:42,-46.6515626,-23.5711881
11/12/2020 00:27:52,-46.6515622,-23.5711904
11/12/2020 00:28:02,-46.6515622,-23.571192
11/12/2020 00:28:12,-46.6515671,-23.5711979
11/12/2020 00:28:22,-46.6515703,-23.5711908
11/12/2020 00:28:32,-46.6515641,-23.5712019
11/12/2020 00:28:42,-46.6515611,-23.571202
11/12/2020 00:28:52,-46.651558,-23.5712028
11/12/2020 00:29:02,-46.6515655,-23.5711993
11/12/2020 00:29:12,-46.6515446,-23.5712134
11/12/2020 00:29:22,-46.6515582,-23.5712036
11/12/2020 00:29:33,-46.6515682,-23.5711982
11/12/2020 00:29:42,-46.6515688,-23.571201
11/12/2020 00:29:52,-46.6515702,-23.5711988
11/12/2020 00:30:03,-46.6515655,-23.5711924
11/12/2020 00:30:12,-46.6515637,-23.5711956
11/12/2020 00:30:22,-46.6515618,-23.5711963
11/12/2020 00:30:33,-46.651566,-23.5711925
11/12/2020 00:30:42,-46.6515707,-23.571197
11/12/2020 00:30:52,-46.6515707,-23.5712039
11/12/2020 00:31:02,-46.6515718,-23.5712037
11/12/2020 00:31:13,-46.6515712,-23.5712009
11/12/2020 00:31:22,-46.6515749,-23.5711984
11/12/2020 00:31:33,-46.6515703,-23.571205
11/12/2020 00:31:42,-46.6515741,-23.5711997
11/12/2020 00:31:53,-46.6515676,-23.5711989
11/12/2020 00:32:03,-46.6515664,-23.5711954
11/12/2020 00:32:12,-46.6515744,-23.5711924
11/12/2020 00:32:23,-46.6515727,-23.5711989
11/12/2020 00:32:33,-46.6515765,-23.5711938
11/12/2020 00:32:43,-46.6515728,-23.5711891
11/12/2020 00:32:53,-46.6515703,-23.571186
11/12/2020 00:33:03,-46.6515758,-23.5711827
11/12/2020 00:33:13,-46.6515674,-23.5711911
11/12/2020 00:33:23,-46.6515676,-23.5711931
11/12/2020 00:33:33,-46.6515736,-23.571203
11/12/2020 00:33:43,-46.6515764,-23.5711953
11/12/2020 00:33:53,-46.651575,-23.5711959
11/12/2020 00:34:02,-46.6515731,-23.5711976
11/12/2020 00:34:13,-46.6515702,-23.5712019
11/12/2020 00:34:23,-46.6515716,-23.5711924
11/12/2020 00:34:33,-46.6515726,-23.571192
11/12/2020 00:34:43,-46.6515718,-23.5711895
11/12/2020 00:34:53,-46.6515767,-23.5711891
11/12/2020 00:35:03,-46.6515756,-23.57119
11/12/2020 00:35:13,-46.651577,-23.5711922
11/12/2020 00:35:23,-46.6515728,-23.5711924
11/12/2020 00:35:33,-46.6515698,-23.5711932
11/12/2020 00:35:43,-46.6515687,-23.5711964
11/12/2020 00:35:53,-46.6515693,-23.5711925
11/12/2020 00:36:03,-46.6515798,-23.5711878
11/12/2020 00:36:13,-46.6515763,-23.571187
11/12/2020 00:36:23,-46.6515759,-23.5711891
11/12/2020 00:36:33,-46.6515747,-23.5711902
11/12/2020 00:36:43,-46.6515776,-23.5711912
11/12/2020 00:36:53,-46.651576,-23.5711891
11/12/2020 00:37:03,-46.6515757,-23.5711895
11/12/2020 00:37:13,-46.651559,-23.5712053
11/12/2020 00:37:23,-46.6515707,-23.5711819
11/12/2020 00:37:33,-46.6515694,-23.5711935
11/12/2020 00:37:43,-46.6515699,-23.5711917
11/12/2020 00:37:53,-46.6515559,-23.5712001
11/12/2020 00:38:03,-46.6515578,-23.5711959
11/12/2020 00:38:13,-46.6515632,-23.571186
11/12/2020 00:38:23,-46.6515606,-23.5711932
11/12/2020 00:38:33,-46.6515701,-23.571192
11/12/2020 00:38:43,-46.6515693,-23.5711941
11/12/2020 00:38:53,-46.6515689,-23.5711968
11/12/2020 00:39:03,-46.6515691,-23.5711954
11/12/2020 00:39:13,-46.6515666,-23.5711969
11/12/2020 00:39:23,-46.6515683,-23.5711976
11/12/2020 00:39:33,-46.6515731,-23.5711947
11/12/2020 00:39:43,-46.6515708,-23.5712004
11/12/2020 00:39:53,-46.651572,-23.5711964
11/12/2020 00:40:03,-46.6515703,-23.5711956
11/12/2020 00:40:13,-46.6515653,-23.5711916
11/12/2020 00:40:23,-46.6515638,-23.5711904
11/12/2020 00:40:33,-46.6515581,-23.5712019
11/12/2020 00:40:43,-46.6515673,-23.5711919
11/12/2020 00:40:53,-46.6515705,-23.5711926
11/12/2020 00:41:03,-46.651568,-23.5711919
11/12/2020 00:41:13,-46.6515672,-23.5711887
11/12/2020 00:41:23,-46.6515677,-23.5711852
11/12/2020 00:41:33,-46.6515672,-23.5711915
11/12/2020 00:41:43,-46.6515652,-23.571192
11/12/2020 00:41:53,-46.6515648,-23.5711922
11/12/2020 00:42:03,-46.6515665,-23.5712
11/12/2020 00:42:13,-46.6515688,-23.5711927
11/12/2020 00:42:23,-46.6515694,-23.5711964
11/12/2020 00:42:33,-46.6515679,-23.5711928
11/12/2020 00:42:43,-46.6515663,-23.5711923
11/12/2020 00:42:53,-46.6515686,-23.5711959
11/12/2020 00:43:03,-46.6515656,-23.5712097
11/12/2020 00:43:13,-46.651565,-23.5712066
11/12/2020 00:43:23,-46.6515641,-23.5712044
11/12/2020 00:43:33,-46.6515635,-23.5712163
